A pessoa tem nome AARON BALTHAZAR BELO. Teve cadastro na base unificada em 08/05/20 17:26:55,000000. Atualizado em 08/05/20 17:26:55,000000. Essa pessoa nasceu em 19/05/38 00:00:00,000000. Tem sexo I. Tem o endereço DIUMER SCHNEIDER, número 9038, bairro VICTORIA II. Estado RS. De CEP 99709012. Tem telefone 11 957857020. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 86265355031, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MARCELE FELISBERTO TEIXEIRA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 10/03/97 00:00:00,000000. Tem sexo I. Tem o endereço COELHO NETO, número 1627, bairro CIDADE BOA VISTA. Estado SP. De CEP 08693330. Tem telefone 81 949489501. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CAPITALIZACAO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10113615663, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MARCELE FELISBERTO TEIXEIRA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 10/03/97 00:00:00,000000. Tem sexo I. Tem o endereço COELHO NETO, número 1627, bairro CIDADE BOA VISTA. Estado SP. De CEP 08693330. Tem telefone 81 949489501. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10113615663, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome VANESSA MANHAES ASSUNCAO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 05/10/46 00:00:00,000000. Tem sexo F. Tem o endereço JOSE MARIA MAGALHAES, número 3227, bairro JARDIM DAS SAMAMBAIAS. Estado SP. De CEP 13211700. Tem telefone 16 975308278. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10142157732, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome VANESSA MANHAES ASSUNCAO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 05/10/46 00:00:00,000000. Tem sexo F. Tem o endereço JOSE MARIA MAGALHAES, número 3227, bairro JARDIM DAS SAMAMBAIAS. Estado SP. De CEP 13211700. Tem telefone 16 975308278. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10142157732, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome VANESSA MANHAES ASSUNCAO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 05/10/46 00:00:00,000000. Tem sexo F. Tem o endereço JOSE MARIA MAGALHAES, número 3227, bairro JARDIM DAS SAMAMBAIAS. Estado SP. De CEP 13211700. Tem telefone 16 975308278. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10142157732, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome VANESSA MANHAES ASSUNCAO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 05/10/46 00:00:00,000000. Tem sexo F. Tem o endereço JOSE MARIA MAGALHAES, número 3227, bairro JARDIM DAS SAMAMBAIAS. Estado SP. De CEP 13211700. Tem telefone 16 975308278. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10142157732, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome WLAMIR MORETTO MATOS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 08/03/37 00:00:00,000000. Tem sexo I. Tem o endereço LAGOA DOS PEDESTRES, número 5296, bairro CARMELO. Estado MG. De CEP 39402711. Tem telefone 17 970179835. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10150009755, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome WLAMIR MORETTO MATOS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 08/03/37 00:00:00,000000. Tem sexo I. Tem o endereço LAGOA DOS PEDESTRES, número 5296, bairro CARMELO. Estado MG. De CEP 39402711. Tem telefone 17 970179835. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10150009755, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome WLAMIR MORETTO MATOS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 08/03/37 00:00:00,000000. Tem sexo I. Tem o endereço LAGOA DOS PEDESTRES, número 5296, bairro CARMELO. Estado MG. De CEP 39402711. Tem telefone 17 970179835. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10150009755, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome WLAMIR MORETTO MATOS. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 08/03/37 00:00:00,000000. Tem sexo I. Tem o endereço LAGOA DOS PEDESTRES, número 5296, bairro CARMELO. Estado MG. De CEP 39402711. Tem telefone 17 970179835. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10150009755, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome CRISTIANE RANGEL ALENCAR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 21/03/43 00:00:00,000000. Tem sexo F. Tem o endereço DEZESSETE, número 6756, bairro ZABELE. Estado BA. De CEP 45077192. Tem telefone 13 999889266. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10160897670, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome CRISTIANE RANGEL ALENCAR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 21/03/43 00:00:00,000000. Tem sexo F. Tem o endereço DEZESSETE, número 6756, bairro ZABELE. Estado BA. De CEP 45077192. Tem telefone 13 999889266. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10160897670, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome CRISTIANE RANGEL ALENCAR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 21/03/43 00:00:00,000000. Tem sexo F. Tem o endereço DEZESSETE, número 6756, bairro ZABELE. Estado BA. De CEP 45077192. Tem telefone 13 999889266. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10160897670, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome CRISTIANE RANGEL ALENCAR. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 21/03/43 00:00:00,000000. Tem sexo F. Tem o endereço DEZESSETE, número 6756, bairro ZABELE. Estado BA. De CEP 45077192. Tem telefone 13 999889266. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10160897670, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome FRANCISCO LEAL FELIPE. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 12/02/62 00:00:00,000000. Tem sexo M. Tem o endereço PRAZERES, número 1881, bairro PARQUE SAO JOAO. Estado RJ. De CEP 25233370. Tem telefone 31 940288961. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10210649984, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome FRANCISCO LEAL FELIPE. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 12/02/62 00:00:00,000000. Tem sexo M. Tem o endereço PRAZERES, número 1881, bairro PARQUE SAO JOAO. Estado RJ. De CEP 25233370. Tem telefone 31 940288961. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD .Essa pessoa tem documento 10210649984, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MANUELA FIORE SANTIAGO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 20/02/06 00:00:00,000000. Tem sexo F. Tem o endereço ROMEU VITORETTI, número 4394, bairro CONJUNTO RESIDENCIAL JOSE BONIFACIO. Estado SP. De CEP 08250390. Tem telefone 85 963937210. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10232237832, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MANUELA FIORE SANTIAGO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 20/02/06 00:00:00,000000. Tem sexo F. Tem o endereço ROMEU VITORETTI, número 4394, bairro CONJUNTO RESIDENCIAL JOSE BONIFACIO. Estado SP. De CEP 08250390. Tem telefone 85 963937210. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10232237832, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome MANUELA FIORE SANTIAGO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 20/02/06 00:00:00,000000. Tem sexo F. Tem o endereço ROMEU VITORETTI, número 4394, bairro CONJUNTO RESIDENCIAL JOSE BONIFACIO. Estado SP. De CEP 08250390. Tem telefone 85 963937210. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10232237832, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome NAILSON CUNHA MORAES. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 18/05/04 00:00:00,000000. Tem sexo M. Tem o endereço SANTA VERONICA, número 5142, bairro TIMBI. Estado PE. De CEP 54765071. Tem telefone 43 943264826. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema EDUCACAO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10241187206, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome NAILSON CUNHA MORAES. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 18/05/04 00:00:00,000000. Tem sexo M. Tem o endereço SANTA VERONICA, número 5142, bairro TIMBI. Estado PE. De CEP 54765071. Tem telefone 43 943264826. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema SAUDE. O armazenamento é baseado na hipótese legal da LGPD EXECUCAO DE CONTRATO E PROCEDIMENTO PRELIMINAR.Essa pessoa tem documento 10241187206, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome NAILSON CUNHA MORAES. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 18/05/04 00:00:00,000000. Tem sexo M. Tem o endereço SANTA VERONICA, número 5142, bairro TIMBI. Estado PE. De CEP 54765071. Tem telefone 43 943264826. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10241187206, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome NAILSON CUNHA MORAES. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 18/05/04 00:00:00,000000. Tem sexo M. Tem o endereço SANTA VERONICA, número 5142, bairro TIMBI. Estado PE. De CEP 54765071. Tem telefone 43 943264826. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10241187206, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome DAVI JACINTO NOBREGA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 10/02/01 00:00:00,000000. Tem sexo M. Tem o endereço ARGILA, número 162, bairro LAR FLUMINENSE. Estado RJ. De CEP 25550480. Tem telefone 41 946718723. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD EXERCICIO REGULAR DO DIREITO.Essa pessoa tem documento 10249375265, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome DAVI JACINTO NOBREGA. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 10/02/01 00:00:00,000000. Tem sexo M. Tem o endereço ARGILA, número 162, bairro LAR FLUMINENSE. Estado RJ. De CEP 25550480. Tem telefone 41 946718723. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10249375265, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome SUELI CARNEIRO ABREU. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 01/02/75 00:00:00,000000. Tem sexo F. Tem o endereço CANARIOS, número 8501, bairro CRISTO REI. Estado MT. De CEP 78118590. Tem telefone 65 940617777. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10253207606, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome NAIR RAMOS BRANDAO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 25/05/21 00:00:00,000000. Tem sexo F. Tem o endereço IZABEL DE SOUZA FERREIRA, número 9296, bairro BOM PASTOR. Estado RJ. De CEP 26113200. Tem telefone 41 994765427. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10281375089, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome NAIR RAMOS BRANDAO. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 25/05/21 00:00:00,000000. Tem sexo F. Tem o endereço IZABEL DE SOUZA FERREIRA, número 9296, bairro BOM PASTOR. Estado RJ. De CEP 26113200. Tem telefone 41 994765427. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10281375089, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome FRANCISCO MEIRELES NOBRE. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 01/10/46 00:00:00,000000. Tem sexo M. Tem o endereço CLUBE DOS COELHOS, número 1681, bairro SAO VICENTE DE PAULO. Estado PE. De CEP 55606220. Tem telefone 53 977009088. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema TELEFONIA. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10285790390, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome FRANCISCO MEIRELES NOBRE. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 01/10/46 00:00:00,000000. Tem sexo M. Tem o endereço CLUBE DOS COELHOS, número 1681, bairro SAO VICENTE DE PAULO. Estado PE. De CEP 55606220. Tem telefone 53 977009088. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10285790390, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
A pessoa tem nome TANIA QUINTAO RANGEL. Teve cadastro na base unificada em 08/05/20 17:26:54,000000. Atualizado em 08/05/20 17:26:54,000000. Essa pessoa nasceu em 19/02/50 00:00:00,000000. Tem sexo F. Tem o endereço JOSEFINA, número 3574, bairro PARAISO. Estado RJ. De CEP 24431430. Tem telefone 85 976362729. Tem cadastro que iniciou a relação com a base unificada em 08/05/20 17:26:55,000000 e terminou em , de origem do sistema CONSORCIO. O armazenamento é baseado na hipótese legal da LGPD SEM ENQUADRAMENTO.Essa pessoa tem documento 10287689239, que é do tipo CPF - CADASTRO DE PESSOA FISICA.
